DeviceTag: 4(left),FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2025-07-23 20:35:06.543,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
311214,0.3573,-0.0078,-0.0052,0.9339,-0.0070,0.0003,0.4273,0
311381,0.3573,-0.0078,-0.0052,0.9340,0.0026,0.0027,0.4348,0
311548,0.3573,-0.0078,-0.0052,0.9340,-0.0046,0.0024,0.4343,0
311715,0.3572,-0.0078,-0.0051,0.9340,0.0135,0.0207,0.4396,0
311881,0.3572,-0.0078,-0.0051,0.9340,-0.0031,0.0015,0.4291,0
312048,0.3572,-0.0078,-0.0052,0.9340,-0.0178,0.0075,0.4583,0
312215,0.3572,-0.0078,-0.0052,0.9340,-0.0209,0.0006,0.4363,0
312381,0.3572,-0.0078,-0.0051,0.9340,0.0001,0.0016,0.4369,0
312548,0.3571,-0.0078,-0.0051,0.9340,-0.0000,-0.0025,0.4213,0
312715,0.3571,-0.0078,-0.0051,0.9340,-0.0109,-0.0077,0.4238,0
312881,0.3572,-0.0078,-0.0051,0.9340,0.0095,0.0131,0.4390,0
313048,0.3572,-0.0078,-0.0051,0.9340,0.0089,-0.0047,0.4204,0
313215,0.3571,-0.0079,-0.0051,0.9340,-0.0106,0.0116,0.4391,0
313381,0.3572,-0.0078,-0.0051,0.9340,-0.0109,0.0079,0.4344,0
313548,0.3571,-0.0078,-0.0051,0.9340,-0.0078,0.0041,0.4302,0
313715,0.3571,-0.0078,-0.0051,0.9340,-0.0054,0.0015,0.4312,0
313881,0.3571,-0.0078,-0.0051,0.9340,0.0021,0.0068,0.4597,0
314048,0.3571,-0.0078,-0.0051,0.9340,0.0024,-0.0097,0.4368,0
314215,0.3570,-0.0078,-0.0051,0.9340,0.0015,0.0091,0.4299,0
314381,0.3570,-0.0078,-0.0051,0.9341,0.0108,0.0201,0.4235,0
314548,0.3570,-0.0078,-0.0051,0.9341,0.0022,0.0098,0.4321,0
314715,0.3570,-0.0078,-0.0051,0.9341,0.0026,0.0063,0.4441,0
314881,0.3570,-0.0078,-0.0051,0.9341,-0.0033,-0.0054,0.4438,0
315048,0.3570,-0.0078,-0.0051,0.9341,0.0020,0.0156,0.4335,0
315215,0.3569,-0.0078,-0.0051,0.9341,-0.0013,0.0064,0.4103,0
315381,0.3569,-0.0078,-0.0051,0.9341,-0.0101,-0.0042,0.4375,0
315548,0.3569,-0.0078,-0.0051,0.9341,0.0127,-0.0011,0.4410,0
315715,0.3569,-0.0078,-0.0051,0.9341,0.0033,0.0089,0.4379,0
315881,0.3569,-0.0078,-0.0051,0.9341,0.0044,0.0144,0.4108,0
316048,0.3569,-0.0078,-0.0051,0.9341,0.0164,0.0127,0.4273,0
316215,0.3569,-0.0078,-0.0051,0.9341,0.0100,0.0023,0.4534,0
316381,0.3569,-0.0078,-0.0051,0.9341,-0.0180,0.0059,0.4412,0
316548,0.3568,-0.0078,-0.0051,0.9341,-0.0179,0.0108,0.4218,0
316715,0.3568,-0.0078,-0.0051,0.9341,-0.0141,-0.0006,0.4252,0
316881,0.3568,-0.0078,-0.0051,0.9341,-0.0056,0.0075,0.4457,0
317048,0.3568,-0.0078,-0.0051,0.9341,0.0074,0.0016,0.4322,0
317215,0.3568,-0.0078,-0.0051,0.9341,-0.0047,0.0163,0.4332,0
317381,0.3568,-0.0078,-0.0051,0.9341,0.0020,0.0185,0.4285,0
317548,0.3568,-0.0078,-0.0051,0.9341,0.0010,0.0070,0.4430,0
317715,0.3568,-0.0078,-0.0051,0.9342,0.0122,0.0081,0.4483,0
317881,0.3567,-0.0078,-0.0051,0.9342,-0.0013,0.0073,0.4317,0
318048,0.3567,-0.0078,-0.0051,0.9342,0.0040,0.0029,0.4311,0
318215,0.3567,-0.0078,-0.0051,0.9342,-0.0097,-0.0045,0.4258,0
318381,0.3567,-0.0078,-0.0052,0.9342,-0.0076,0.0086,0.4154,0
318548,0.3567,-0.0078,-0.0052,0.9342,0.0021,-0.0085,0.4477,0
318715,0.3567,-0.0078,-0.0052,0.9342,-0.0043,-0.0024,0.4380,0
318881,0.3567,-0.0078,-0.0052,0.9342,0.0014,0.0042,0.4321,0
319048,0.3567,-0.0078,-0.0052,0.9342,0.0023,0.0129,0.4168,0
319215,0.3567,-0.0078,-0.0052,0.9342,0.0004,0.0131,0.4279,0
319381,0.3567,-0.0078,-0.0051,0.9342,0.0060,-0.0026,0.4265,0
319548,0.3566,-0.0078,-0.0052,0.9342,0.0127,0.0039,0.4251,0
319715,0.3566,-0.0078,-0.0051,0.9342,0.0091,0.0179,0.4212,0
319881,0.3566,-0.0078,-0.0051,0.9342,-0.0132,0.0104,0.4332,0
320048,0.3566,-0.0078,-0.0051,0.9342,-0.0230,-0.0036,0.4406,0
320215,0.3565,-0.0078,-0.0051,0.9342,-0.0095,-0.0011,0.4281,0
320381,0.3565,-0.0078,-0.0051,0.9342,-0.0153,0.0051,0.4366,0
320548,0.3565,-0.0078,-0.0051,0.9342,0.0005,0.0001,0.4363,0
320715,0.3564,-0.0078,-0.0051,0.9343,0.0099,0.0070,0.4453,0
320881,1.0000,-0.0076,0.0055,0.0000,-0.0009,0.0088,0.4359,0
321048,1.0000,-0.0076,0.0055,0.0001,-0.0083,0.0056,0.4366,0
321215,1.0000,-0.0076,0.0055,0.0001,0.0056,-0.0100,0.4258,0
321381,1.0000,-0.0076,0.0055,0.0001,0.0210,0.0077,0.4354,0
321548,1.0000,-0.0076,0.0055,0.0001,0.0153,0.0075,0.4350,0
321715,1.0000,-0.0076,0.0055,0.0001,0.0108,0.0016,0.4286,0
321881,1.0000,-0.0076,0.0055,0.0001,0.0056,0.0014,0.4290,0
322048,1.0000,-0.0076,0.0055,0.0001,0.0117,0.0136,0.4318,0
322215,1.0000,-0.0076,0.0055,0.0001,-0.0119,-0.0041,0.4322,0
322381,1.0000,-0.0076,0.0055,0.0001,0.0006,0.0037,0.4262,0
322548,1.0000,-0.0076,0.0055,0.0002,-0.0025,-0.0250,0.4346,0
322715,1.0000,-0.0076,0.0055,0.0002,0.0154,-0.0110,0.4400,0
322881,1.0000,-0.0076,0.0055,0.0002,0.0045,0.0051,0.4417,0
323048,1.0000,-0.0076,0.0055,0.0003,0.0076,-0.0083,0.4486,0
323215,1.0000,-0.0076,0.0055,0.0003,-0.0038,0.0055,0.4396,0
323381,1.0000,-0.0076,0.0055,0.0003,0.0074,0.0059,0.4259,0
323548,1.0000,-0.0076,0.0055,0.0003,-0.0010,-0.0020,0.4334,0
323715,1.0000,-0.0076,0.0055,0.0003,0.0115,-0.0029,0.4344,0
323881,1.0000,-0.0076,0.0055,0.0003,0.0215,-0.0051,0.4480,0
324048,1.0000,-0.0076,0.0055,0.0003,0.0022,-0.0008,0.4323,0
324215,1.0000,-0.0076,0.0055,0.0004,0.0089,-0.0026,0.4476,0
324381,1.0000,-0.0076,0.0055,0.0004,0.0166,0.0078,0.4388,0
324548,1.0000,-0.0076,0.0055,0.0004,0.0121,-0.0097,0.4159,0
324715,1.0000,-0.0076,0.0055,0.0004,0.0046,-0.0057,0.4398,0
324881,1.0000,-0.0075,0.0055,0.0005,-0.0027,-0.0182,0.4347,0
325048,1.0000,-0.0076,0.0055,0.0005,0.0037,-0.0104,0.4100,0
325215,1.0000,-0.0076,0.0055,0.0005,-0.0013,0.0033,0.4225,0
325381,1.0000,-0.0075,0.0055,0.0005,0.0009,0.0122,0.4269,0
325548,1.0000,-0.0076,0.0055,0.0005,0.0011,-0.0025,0.4372,0
325715,1.0000,-0.0076,0.0055,0.0005,-0.0054,-0.0005,0.4323,0
325881,1.0000,-0.0076,0.0055,0.0005,-0.0015,-0.0095,0.4294,0
326048,1.0000,-0.0076,0.0055,0.0005,0.0019,-0.0102,0.4348,0
326215,1.0000,-0.0076,0.0055,0.0005,-0.0035,-0.0063,0.4191,0
326381,1.0000,-0.0076,0.0055,0.0006,0.0033,-0.0152,0.4524,0
326548,1.0000,-0.0076,0.0055,0.0006,0.0029,0.0154,0.4253,0
326715,1.0000,-0.0076,0.0055,0.0006,0.0132,0.0259,0.4169,0
326881,1.0000,-0.0075,0.0055,0.0006,0.0162,-0.0004,0.4301,0
327048,1.0000,-0.0075,0.0055,0.0007,0.0225,-0.0124,0.4052,0
327215,1.0000,-0.0076,0.0055,0.0007,0.0187,-0.0145,0.4102,0
327381,1.0000,-0.0075,0.0055,0.0007,0.0057,-0.0005,0.4428,0
327548,1.0000,-0.0075,0.0055,0.0007,0.0139,0.0007,0.4499,0
327715,1.0000,-0.0075,0.0055,0.0007,0.0004,-0.0006,0.4324,0
327881,1.0000,-0.0075,0.0055,0.0008,0.0039,-0.0058,0.4298,0
328048,1.0000,-0.0075,0.0055,0.0008,0.0027,-0.0105,0.4330,0
328215,1.0000,-0.0075,0.0055,0.0008,0.0047,-0.0013,0.4252,0
328382,1.0000,-0.0075,0.0055,0.0008,-0.0029,-0.0009,0.4313,0
328548,1.0000,-0.0075,0.0055,0.0008,-0.0004,-0.0116,0.4255,0
328715,1.0000,-0.0075,0.0055,0.0009,0.0032,-0.0037,0.4196,0
328882,1.0000,-0.0075,0.0055,0.0009,0.0041,-0.0041,0.4372,0
329048,1.0000,-0.0075,0.0055,0.0009,-0.0012,0.0056,0.4385,0
329215,1.0000,-0.0075,0.0055,0.0009,0.0063,0.0021,0.4219,0
329382,1.0000,-0.0075,0.0055,0.0009,0.0297,0.0027,0.4285,0
329548,1.0000,-0.0075,0.0055,0.0009,0.0014,0.0002,0.4472,0
329715,1.0000,-0.0075,0.0055,0.0010,-0.0010,-0.0095,0.4425,0
329882,1.0000,-0.0075,0.0055,0.0010,0.0006,0.0098,0.4208,0
330048,1.0000,-0.0075,0.0055,0.0010,-0.0018,-0.0008,0.4451,0
330215,1.0000,-0.0075,0.0055,0.0010,0.0087,-0.0244,0.4205,0
330382,1.0000,-0.0075,0.0055,0.0010,0.0151,-0.0175,0.4527,0
330548,1.0000,-0.0075,0.0055,0.0010,0.0061,0.0006,0.4488,0
330715,1.0000,-0.0075,0.0055,0.0010,-0.0040,0.0115,0.4490,0
330882,1.0000,-0.0075,0.0055,0.0011,-0.0038,0.0036,0.4186,0
331048,1.0000,-0.0075,0.0055,0.0011,-0.0095,-0.0069,0.4304,0
331215,1.0000,-0.0075,0.0055,0.0011,0.0180,-0.0125,0.4332,0
331382,1.0000,-0.0075,0.0055,0.0011,-0.0132,-0.0075,0.4058,0
331548,1.0000,-0.0075,0.0055,0.0011,-0.0016,0.0065,0.4439,0
331715,1.0000,-0.0075,0.0055,0.0011,0.0080,0.0052,0.4364,0
331882,1.0000,-0.0075,0.0055,0.0011,0.0122,-0.0007,0.4036,0
332048,1.0000,-0.0075,0.0055,0.0012,0.0172,0.0078,0.4331,0
332215,1.0000,-0.0075,0.0055,0.0012,0.0113,0.0184,0.4418,0
332382,1.0000,-0.0075,0.0055,0.0012,0.0044,-0.0015,0.4274,0
332548,1.0000,-0.0075,0.0055,0.0012,-0.0048,-0.0070,0.4303,0
332715,1.0000,-0.0075,0.0055,0.0012,0.0080,-0.0063,0.4342,0
332882,1.0000,-0.0075,0.0055,0.0012,0.0082,0.0081,0.4140,0
333048,1.0000,-0.0075,0.0056,0.0012,0.0210,0.0146,0.4125,0
333215,1.0000,-0.0075,0.0056,0.0012,0.0126,-0.0045,0.4290,0
333382,1.0000,-0.0075,0.0056,0.0013,-0.0124,-0.0042,0.4479,0
333548,1.0000,-0.0075,0.0056,0.0013,-0.0035,-0.0085,0.4222,0
333715,1.0000,-0.0075,0.0056,0.0013,-0.0131,0.0069,0.4313,0
333882,1.0000,-0.0075,0.0056,0.0013,-0.0021,0.0032,0.4176,0
334048,1.0000,-0.0075,0.0056,0.0014,-0.0075,0.0198,0.4303,0
334215,1.0000,-0.0075,0.0056,0.0014,0.0087,-0.0062,0.4371,0
334382,1.0000,-0.0075,0.0056,0.0014,0.0157,0.0037,0.4282,0
334548,1.0000,-0.0075,0.0056,0.0014,0.0040,0.0032,0.4202,0
334715,1.0000,-0.0075,0.0056,0.0014,0.0166,0.0022,0.4538,0
334882,1.0000,-0.0075,0.0056,0.0015,0.0043,-0.0022,0.4391,0
335048,1.0000,-0.0075,0.0056,0.0015,0.0016,-0.0150,0.4185,0
335215,1.0000,-0.0075,0.0056,0.0015,-0.0081,0.0068,0.4259,0
335382,1.0000,-0.0075,0.0056,0.0015,0.0058,0.0056,0.4282,0
335548,1.0000,-0.0075,0.0055,0.0016,0.0057,0.0112,0.4444,0
335715,1.0000,-0.0075,0.0055,0.0016,0.0063,-0.0301,0.4322,0
335882,1.0000,-0.0075,0.0055,0.0016,0.0183,-0.0039,0.4543,0
336048,1.0000,-0.0075,0.0056,0.0016,0.0010,0.0036,0.4367,0
336215,1.0000,-0.0075,0.0056,0.0017,-0.0032,0.0063,0.4329,0
336382,1.0000,-0.0075,0.0056,0.0017,0.0031,-0.0054,0.4523,0
336548,1.0000,-0.0075,0.0056,0.0017,0.0018,-0.0042,0.4198,0
336715,1.0000,-0.0075,0.0055,0.0017,0.0119,-0.0009,0.4472,0
336882,1.0000,-0.0075,0.0055,0.0017,0.0116,0.0076,0.4342,0
337048,1.0000,-0.0075,0.0055,0.0017,-0.0001,-0.0074,0.4388,0
337215,1.0000,-0.0075,0.0055,0.0018,0.0171,-0.0072,0.4281,0
337382,1.0000,-0.0075,0.0055,0.0018,0.0174,-0.0068,0.4512,0
337548,1.0000,-0.0075,0.0055,0.0018,-0.0126,0.0107,0.4278,0
337715,1.0000,-0.0075,0.0055,0.0019,-0.0040,-0.0093,0.4648,0
337882,1.0000,-0.0075,0.0055,0.0019,-0.0050,-0.0099,0.4432,0
338048,1.0000,-0.0075,0.0055,0.0019,-0.0038,-0.0086,0.4354,0
338215,1.0000,-0.0075,0.0055,0.0019,0.0127,-0.0015,0.4332,0
338382,1.0000,-0.0075,0.0055,0.0019,0.0126,-0.0033,0.4310,0
338548,1.0000,-0.0075,0.0055,0.0019,0.0165,0.0029,0.4447,0
338715,1.0000,-0.0075,0.0055,0.0020,0.0198,-0.0017,0.4276,0
338882,1.0000,-0.0075,0.0055,0.0020,0.0075,-0.0108,0.4424,0
339048,1.0000,-0.0075,0.0055,0.0020,0.0129,-0.0023,0.4337,0
339215,1.0000,-0.0075,0.0055,0.0020,0.0109,0.0034,0.4324,0
339382,1.0000,-0.0076,0.0055,0.0020,0.0073,0.0056,0.4309,0
339548,1.0000,-0.0076,0.0055,0.0021,0.0052,-0.0123,0.4423,0
339715,1.0000,-0.0076,0.0055,0.0020,0.0064,-0.0300,0.4439,0
339882,1.0000,-0.0076,0.0055,0.0020,0.0133,-0.0062,0.4372,0
340048,1.0000,-0.0076,0.0055,0.0020,-0.0122,-0.0089,0.4360,0
340215,1.0000,-0.0076,0.0055,0.0021,0.0024,-0.0001,0.4286,0
340382,1.0000,-0.0076,0.0055,0.0021,0.0025,0.0142,0.4399,0
340548,1.0000,-0.0076,0.0055,0.0021,-0.0023,0.0117,0.4380,0
340715,1.0000,-0.0076,0.0055,0.0021,0.0075,0.0017,0.4427,0
340882,1.0000,-0.0076,0.0055,0.0021,-0.0024,-0.0038,0.4314,0
341048,1.0000,-0.0076,0.0055,0.0022,0.0073,-0.0128,0.4494,0
341215,1.0000,-0.0076,0.0055,0.0022,-0.0129,-0.0096,0.4398,0
341382,1.0000,-0.0076,0.0055,0.0022,-0.0008,-0.0184,0.4264,0
341548,1.0000,-0.0076,0.0055,0.0022,-0.0131,-0.0082,0.4201,0
341715,1.0000,-0.0076,0.0055,0.0022,0.0032,0.0116,0.4319,0
341882,1.0000,-0.0076,0.0055,0.0022,0.0183,0.0099,0.4548,0
342048,1.0000,-0.0076,0.0055,0.0022,0.0184,0.0022,0.4232,0
342215,1.0000,-0.0076,0.0055,0.0022,0.0165,-0.0018,0.4257,0
342382,1.0000,-0.0076,0.0055,0.0023,-0.0162,0.0044,0.4235,0
342548,1.0000,-0.0076,0.0055,0.0023,0.0119,-0.0051,0.4204,0
342715,1.0000,-0.0076,0.0055,0.0023,0.0040,-0.0006,0.4298,0
342882,1.0000,-0.0076,0.0055,0.0023,0.0132,0.0003,0.4299,0
343048,1.0000,-0.0077,0.0055,0.0023,0.0078,-0.0000,0.4431,0
343215,1.0000,-0.0077,0.0055,0.0023,0.0254,0.0073,0.4331,0
343382,1.0000,-0.0077,0.0055,0.0024,0.0255,-0.0041,0.4287,0
343548,1.0000,-0.0077,0.0055,0.0024,0.0201,0.0117,0.4241,0
343715,1.0000,-0.0077,0.0055,0.0024,0.0097,-0.0039,0.4619,0
343882,1.0000,-0.0077,0.0055,0.0024,-0.0130,-0.0156,0.4254,0
344048,1.0000,-0.0077,0.0055,0.0025,-0.0014,-0.0054,0.4443,0
344215,1.0000,-0.0077,0.0055,0.0025,0.0090,-0.0064,0.4306,0
344382,1.0000,-0.0077,0.0055,0.0025,0.0087,-0.0117,0.4424,0
344548,1.0000,-0.0077,0.0055,0.0025,-0.0026,-0.0125,0.4237,0
344715,1.0000,-0.0077,0.0055,0.0026,0.0091,0.0049,0.4505,0
344882,1.0000,-0.0077,0.0055,0.0026,-0.0025,0.0117,0.4466,0
345049,1.0000,-0.0077,0.0055,0.0026,0.0003,0.0139,0.4500,0
345215,1.0000,-0.0077,0.0055,0.0026,-0.0020,-0.0029,0.4427,0
345382,1.0000,-0.0077,0.0055,0.0026,0.0142,-0.0083,0.4183,0
345549,1.0000,-0.0077,0.0055,0.0026,-0.0003,-0.0045,0.4383,0
345715,1.0000,-0.0077,0.0054,0.0026,0.0073,0.0119,0.4321,0
345882,1.0000,-0.0077,0.0054,0.0026,0.0070,0.0129,0.4249,0
346049,1.0000,-0.0077,0.0054,0.0027,0.0025,0.0153,0.4431,0
346215,1.0000,-0.0077,0.0054,0.0027,0.0102,-0.0090,0.4388,0
346382,1.0000,-0.0077,0.0054,0.0027,0.0033,0.0075,0.4226,0
346549,1.0000,-0.0077,0.0054,0.0027,0.0044,-0.0034,0.4251,0
346715,1.0000,-0.0077,0.0054,0.0027,0.0127,0.0083,0.4090,0
346882,1.0000,-0.0077,0.0054,0.0027,0.0172,0.0116,0.4454,0
347049,1.0000,-0.0077,0.0054,0.0028,0.0001,0.0094,0.4301,0
347215,1.0000,-0.0077,0.0054,0.0028,0.0077,0.0070,0.4304,0
347382,1.0000,-0.0077,0.0054,0.0028,0.0064,0.0069,0.4471,0
347549,1.0000,-0.0077,0.0054,0.0028,0.0003,-0.0025,0.4234,0
347715,1.0000,-0.0077,0.0054,0.0028,0.0030,-0.0088,0.4328,0
347882,1.0000,-0.0077,0.0055,0.0028,0.0039,0.0027,0.4366,0
348049,1.0000,-0.0077,0.0054,0.0029,-0.0200,0.0058,0.4372,0
348215,1.0000,-0.0077,0.0054,0.0029,0.0011,0.0180,0.4293,0
348382,1.0000,-0.0077,0.0055,0.0029,0.0084,0.0151,0.4296,0
348549,1.0000,-0.0077,0.0055,0.0029,0.0123,-0.0033,0.4425,0
348715,1.0000,-0.0077,0.0054,0.0029,0.0049,-0.0064,0.4329,0
348882,1.0000,-0.0078,0.0054,0.0029,-0.0006,-0.0044,0.4379,0
349049,1.0000,-0.0078,0.0054,0.0030,-0.0042,0.0130,0.4342,0
349215,1.0000,-0.0078,0.0055,0.0030,0.0077,0.0174,0.4426,0
349382,1.0000,-0.0078,0.0055,0.0030,0.0103,0.0133,0.4310,0
349549,1.0000,-0.0078,0.0055,0.0030,0.0018,-0.0074,0.4222,0
349715,1.0000,-0.0078,0.0055,0.0030,0.0062,0.0072,0.4423,0
349882,1.0000,-0.0078,0.0055,0.0030,-0.0062,-0.0012,0.4296,0
350049,1.0000,-0.0078,0.0055,0.0030,0.0017,0.0053,0.4380,0
350215,1.0000,-0.0078,0.0055,0.0031,0.0096,0.0144,0.4372,0
350382,1.0000,-0.0078,0.0055,0.0031,0.0183,0.0083,0.4422,0
350549,1.0000,-0.0078,0.0055,0.0031,-0.0047,-0.0079,0.4497,0
350715,1.0000,-0.0078,0.0055,0.0031,0.0114,-0.0014,0.4545,0
350882,0.9999,-0.0078,0.0055,0.0031,0.0087,-0.0029,0.4483,0
351049,0.9999,-0.0078,0.0055,0.0031,0.0214,-0.0006,0.4452,0
351215,0.9999,-0.0078,0.0055,0.0032,0.0022,-0.0014,0.4286,0
351382,0.9999,-0.0078,0.0055,0.0032,0.0041,0.0199,0.4312,0
351549,0.9999,-0.0078,0.0055,0.0032,0.0161,0.0061,0.4367,0
351715,0.9999,-0.0078,0.0055,0.0032,0.0009,0.0028,0.4409,0
351882,0.9999,-0.0078,0.0055,0.0032,0.0011,-0.0213,0.4468,0
352049,0.9999,-0.0078,0.0055,0.0032,-0.0037,0.0111,0.4402,0
352215,0.9999,-0.0078,0.0055,0.0033,-0.0013,0.0182,0.4439,0
352382,0.9999,-0.0078,0.0055,0.0033,0.0133,-0.0094,0.4480,0
352549,0.9999,-0.0078,0.0054,0.0033,-0.0122,0.0015,0.4395,0
352715,0.9999,-0.0078,0.0055,0.0033,0.0050,-0.0036,0.4176,0
352882,0.9999,-0.0079,0.0055,0.0033,0.0077,-0.0111,0.4406,0
353049,0.9999,-0.0079,0.0055,0.0033,0.0091,-0.0107,0.4432,0
353215,0.9999,-0.0079,0.0055,0.0033,-0.0038,-0.0057,0.4305,0
353382,0.9999,-0.0079,0.0055,0.0033,0.0044,-0.0050,0.4179,0
353549,0.9999,-0.0079,0.0055,0.0034,-0.0069,0.0192,0.4222,0
353715,0.9999,-0.0079,0.0054,0.0034,0.0004,0.0212,0.4385,0
353882,0.9999,-0.0079,0.0054,0.0034,0.0074,0.0116,0.4377,0
354049,0.9999,-0.0079,0.0054,0.0034,0.0032,-0.0051,0.4382,0
354215,0.9999,-0.0079,0.0054,0.0034,0.0075,-0.0009,0.4548,0
354382,0.9999,-0.0079,0.0055,0.0034,0.0019,0.0041,0.4497,0
354549,0.9999,-0.0079,0.0055,0.0034,-0.0031,0.0167,0.4134,0
354715,0.9999,-0.0079,0.0055,0.0035,-0.0019,0.0187,0.4155,0
354882,0.9999,-0.0079,0.0055,0.0035,0.0005,0.0110,0.4383,0
355049,0.9999,-0.0079,0.0055,0.0035,0.0072,0.0039,0.4303,0
355215,0.9999,-0.0079,0.0055,0.0035,0.0066,0.0048,0.4272,0
355382,0.9999,-0.0079,0.0055,0.0035,0.0171,0.0020,0.4793,0
355549,0.9999,-0.0079,0.0055,0.0035,0.0161,0.0013,0.4385,0
355715,0.9999,-0.0079,0.0055,0.0035,-0.0006,0.0008,0.4354,0
355882,0.9999,-0.0079,0.0055,0.0035,-0.0032,0.0102,0.4154,0
356049,0.9999,-0.0079,0.0055,0.0036,-0.0080,0.0022,0.4311,0
356215,0.9999,-0.0079,0.0055,0.0036,-0.0057,0.0129,0.4134,0
356382,0.9999,-0.0079,0.0055,0.0036,-0.0098,0.0081,0.4115,0
356549,0.9999,-0.0079,0.0055,0.0036,-0.0101,0.0157,0.4295,0
356715,0.9999,-0.0079,0.0055,0.0036,0.0075,0.0055,0.4290,0
356882,0.9999,-0.0079,0.0055,0.0036,0.0036,0.0046,0.4247,0
357049,0.9999,-0.0079,0.0055,0.0037,0.0025,-0.0041,0.4269,0
357215,0.9999,-0.0079,0.0055,0.0037,-0.0052,-0.0119,0.4270,0
357382,0.9999,-0.0079,0.0055,0.0037,-0.0043,-0.0015,0.4257,0
357549,0.9999,-0.0079,0.0055,0.0037,0.0025,0.0104,0.4328,0
357715,0.9999,-0.0079,0.0055,0.0037,0.0151,0.0183,0.4454,0
357882,0.9999,-0.0079,0.0055,0.0037,-0.0060,0.0098,0.4510,0
358049,0.9999,-0.0079,0.0055,0.0038,0.0030,-0.0050,0.4332,0
358215,0.9999,-0.0079,0.0055,0.0038,0.0014,-0.0081,0.4339,0
358382,0.9999,-0.0079,0.0055,0.0038,0.0034,-0.0029,0.4312,0
358549,0.9999,-0.0079,0.0055,0.0038,0.0035,-0.0111,0.4445,0
358715,0.9999,-0.0079,0.0055,0.0038,0.0062,-0.0009,0.4223,0
358882,0.9999,-0.0080,0.0055,0.0038,0.0050,0.0160,0.4389,0
359049,0.9999,-0.0080,0.0054,0.0039,0.0001,0.0062,0.4366,0
359215,0.9999,-0.0080,0.0054,0.0039,0.0081,0.0146,0.4478,0
359382,0.9999,-0.0080,0.0054,0.0039,0.0129,0.0188,0.4290,0
359549,0.9999,-0.0080,0.0054,0.0039,0.0004,0.0112,0.4210,0
359715,0.9999,-0.0078,0.0054,0.0039,-0.0233,-0.0055,0.4322,0
359882,0.9999,-0.0078,0.0055,0.0039,0.0045,0.0057,0.4314,0
360049,0.9999,-0.0078,0.0054,0.0039,0.0130,-0.0024,0.4345,0
360215,0.9999,-0.0078,0.0054,0.0039,-0.0071,-0.0002,0.4443,0
360382,0.9999,-0.0078,0.0054,0.0040,0.0008,0.0102,0.4330,0
360549,0.9999,-0.0078,0.0054,0.0040,-0.0029,0.0150,0.4417,0
360715,0.9999,-0.0078,0.0054,0.0040,-0.0050,0.0078,0.4383,0
360882,0.9999,-0.0078,0.0054,0.0040,0.0006,-0.0030,0.4506,0
361049,0.9999,-0.0078,0.0054,0.0040,-0.0058,-0.0058,0.4180,0
361215,0.9999,-0.0078,0.0054,0.0040,-0.0027,-0.0110,0.4517,0
361382,0.9999,-0.0078,0.0054,0.0040,-0.0057,-0.0136,0.4463,0
361549,0.9999,-0.0078,0.0054,0.0040,-0.0039,0.0055,0.4262,0
361716,0.9999,-0.0078,0.0054,0.0041,0.0076,0.0103,0.4163,0
361882,0.9999,-0.0078,0.0054,0.0041,0.0109,0.0121,0.4253,0
362049,0.9999,-0.0078,0.0055,0.0041,0.0023,0.0162,0.4244,0
362216,0.9999,-0.0078,0.0055,0.0041,0.0119,-0.0095,0.4164,0
362382,0.9999,-0.0078,0.0055,0.0041,-0.0096,0.0002,0.4189,0
362549,0.9999,-0.0078,0.0054,0.0041,-0.0085,0.0125,0.4377,0
362716,0.9999,-0.0078,0.0054,0.0041,0.0056,0.0046,0.4340,0
362882,0.9999,-0.0078,0.0054,0.0041,0.0060,-0.0001,0.4263,0
363049,0.9999,-0.0078,0.0055,0.0041,-0.0003,0.0024,0.4272,0
363216,0.9999,-0.0078,0.0054,0.0041,0.0011,-0.0123,0.4458,0
363382,0.9999,-0.0078,0.0054,0.0041,0.0113,0.0001,0.4378,0
363549,0.9999,-0.0078,0.0054,0.0041,-0.0021,0.0216,0.4278,0
363716,0.9999,-0.0078,0.0054,0.0042,0.0010,0.0007,0.4148,0
363882,0.9999,-0.0078,0.0054,0.0042,-0.0107,-0.0046,0.4358,0
364049,0.9999,-0.0078,0.0054,0.0042,-0.0021,0.0075,0.4281,0
364216,0.9999,-0.0078,0.0054,0.0042,-0.0019,-0.0068,0.4310,0
364382,0.9999,-0.0078,0.0054,0.0042,-0.0015,-0.0107,0.4424,0
364549,0.9999,-0.0078,0.0054,0.0042,0.0176,0.0003,0.4372,0
364716,0.9999,-0.0078,0.0054,0.0042,0.0060,-0.0078,0.4315,0
364882,0.9999,-0.0078,0.0054,0.0042,-0.0014,0.0036,0.4255,0
365049,0.9999,-0.0078,0.0054,0.0042,-0.0009,0.0057,0.4296,0
365216,0.9999,-0.0078,0.0054,0.0042,-0.0031,0.0254,0.4369,0
365382,0.9999,-0.0078,0.0054,0.0042,0.0023,0.0499,0.4285,0
365549,0.9999,-0.0078,0.0054,0.0042,0.0183,0.0371,0.4210,0
365716,0.9999,-0.0078,0.0054,0.0042,0.0147,0.0211,0.4207,0
