DeviceTag: 3,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2025-07-23 20:35:06.348,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
277345,0.2643,-0.0027,-0.0203,0.9642,0.0054,-0.2361,0.0601,0
277512,0.2642,-0.0026,-0.0203,0.9642,-0.0000,-0.2529,0.0712,0
277678,0.2641,-0.0026,-0.0204,0.9643,-0.0120,-0.2535,0.0859,0
277845,0.2640,-0.0026,-0.0204,0.9643,-0.0062,-0.2432,0.0768,0
278012,0.2640,-0.0026,-0.0205,0.9643,-0.0025,-0.2441,0.0400,0
278178,0.2639,-0.0026,-0.0205,0.9643,-0.0121,-0.2561,0.0629,0
278345,0.2714,-0.0058,-0.0080,0.9624,-0.0084,-0.0024,0.0948,0
278512,0.2714,-0.0058,-0.0080,0.9624,-0.0067,-0.0035,0.0756,0
278678,0.2714,-0.0058,-0.0080,0.9624,-0.0005,0.0089,0.0786,0
278845,0.2714,-0.0058,-0.0080,0.9624,0.0080,-0.0085,0.0551,0
279012,0.2714,-0.0058,-0.0080,0.9624,0.0115,-0.0072,0.1059,0
279178,0.2714,-0.0058,-0.0080,0.9624,-0.0065,-0.0076,0.0635,0
279345,0.2714,-0.0058,-0.0080,0.9624,0.0142,0.0026,0.0629,0
279512,0.2714,-0.0058,-0.0080,0.9624,-0.0033,0.0152,0.0901,0
279678,0.2714,-0.0058,-0.0080,0.9624,0.0137,0.0215,0.0846,0
279845,0.2714,-0.0058,-0.0080,0.9624,0.0069,0.0076,0.0835,0
280012,0.2714,-0.0058,-0.0080,0.9624,-0.0013,0.0031,0.0552,0
280178,0.2714,-0.0058,-0.0080,0.9624,-0.0171,-0.0070,0.0936,0
280345,0.2714,-0.0058,-0.0080,0.9624,-0.0053,-0.0026,0.0783,0
280512,0.2714,-0.0058,-0.0080,0.9624,-0.0072,0.0041,0.0996,0
280679,0.2714,-0.0058,-0.0080,0.9624,0.0167,-0.0098,0.0898,0
280845,0.2714,-0.0058,-0.0080,0.9624,-0.0019,0.0028,0.0879,0
281012,0.2714,-0.0058,-0.0080,0.9624,0.0058,0.0043,0.0956,0
281179,0.2714,-0.0058,-0.0080,0.9624,-0.0012,0.0048,0.0871,0
281345,0.2714,-0.0058,-0.0080,0.9624,0.0092,0.0089,0.0956,0
281512,0.2714,-0.0058,-0.0080,0.9624,-0.0015,0.0001,0.0873,0
281679,0.2714,-0.0058,-0.0080,0.9624,0.0163,0.0053,0.0790,0
281845,0.2714,-0.0058,-0.0080,0.9624,0.0126,0.0007,0.0594,0
282012,0.2714,-0.0058,-0.0080,0.9624,0.0033,-0.0139,0.0615,0
282179,0.2714,-0.0058,-0.0080,0.9624,0.0004,-0.0123,0.0693,0
282345,0.2714,-0.0058,-0.0080,0.9624,0.0054,0.0043,0.0891,0
282512,0.2714,-0.0058,-0.0080,0.9624,0.0056,0.0192,0.0515,0
282679,0.2714,-0.0058,-0.0080,0.9624,0.0008,0.0039,0.0529,0
282845,0.2714,-0.0058,-0.0080,0.9624,0.0187,0.0244,0.0705,0
283012,0.2714,-0.0058,-0.0080,0.9624,-0.0065,-0.0050,0.1030,0
283179,0.2714,-0.0058,-0.0080,0.9624,-0.0199,-0.0064,0.1057,0
283345,0.2714,-0.0058,-0.0080,0.9624,-0.0106,-0.0173,0.0858,0
283512,0.2714,-0.0058,-0.0080,0.9624,-0.0079,0.0071,0.0675,0
283679,0.2714,-0.0058,-0.0080,0.9624,0.0073,0.0021,0.0723,0
283845,0.2714,-0.0059,-0.0080,0.9624,0.0084,0.0122,0.0723,0
284012,0.2714,-0.0058,-0.0080,0.9624,0.0125,-0.0053,0.0809,0
284179,0.2714,-0.0058,-0.0080,0.9624,-0.0009,-0.0065,0.0861,0
284345,0.2714,-0.0059,-0.0080,0.9624,-0.0083,0.0165,0.1022,0
284512,0.2714,-0.0058,-0.0080,0.9624,0.0027,-0.0057,0.0486,0
284679,0.2712,-0.0058,-0.0080,0.9625,-0.0077,0.0079,0.0846,0
284845,0.2712,-0.0058,-0.0080,0.9625,-0.0066,0.0161,0.0812,0
285012,0.2711,-0.0058,-0.0080,0.9625,0.0023,0.0092,0.0926,0
285179,0.2711,-0.0058,-0.0080,0.9625,0.0172,-0.0003,0.0867,0
285345,0.2711,-0.0058,-0.0080,0.9625,0.0032,0.0077,0.0862,0
285512,0.2710,-0.0058,-0.0080,0.9625,0.0076,-0.0026,0.0897,0
285679,0.2710,-0.0058,-0.0080,0.9625,0.0004,0.0001,0.0679,0
285845,0.2710,-0.0058,-0.0080,0.9625,-0.0113,0.0022,0.0724,0
286012,0.2710,-0.0058,-0.0080,0.9625,-0.0005,-0.0204,0.0798,0
286179,0.2709,-0.0058,-0.0080,0.9625,0.0065,0.0039,0.0705,0
286345,0.2709,-0.0058,-0.0080,0.9626,0.0078,0.0031,0.0904,0
286512,0.2709,-0.0058,-0.0080,0.9626,0.0026,0.0107,0.0633,0
286679,0.2708,-0.0058,-0.0080,0.9626,-0.0011,0.0008,0.0417,0
286845,0.2708,-0.0058,-0.0080,0.9626,-0.0005,-0.0099,0.0958,0
287012,0.2707,-0.0058,-0.0080,0.9626,0.0076,0.0174,0.0852,0
287179,0.2707,-0.0058,-0.0080,0.9626,-0.0105,0.0035,0.0920,0
287345,0.2707,-0.0058,-0.0080,0.9626,0.0072,-0.0085,0.0655,0
287512,0.2707,-0.0058,-0.0080,0.9626,-0.0032,0.0018,0.0889,0
287679,0.2706,-0.0058,-0.0080,0.9626,0.0066,0.0086,0.0634,0
287845,0.2706,-0.0058,-0.0080,0.9626,0.0048,0.0132,0.0814,0
288012,0.2706,-0.0058,-0.0080,0.9626,-0.0045,0.0141,0.0754,0
288179,0.2706,-0.0058,-0.0080,0.9626,0.0088,-0.0023,0.0523,0
288345,0.2706,-0.0058,-0.0080,0.9626,-0.0054,0.0108,0.0812,0
288512,0.2705,-0.0058,-0.0080,0.9627,-0.0120,-0.0196,0.0748,0
288679,0.2705,-0.0058,-0.0080,0.9627,-0.0079,-0.0035,0.0924,0
288845,0.2704,-0.0058,-0.0080,0.9627,-0.0111,0.0058,0.0659,0
289012,0.2704,-0.0058,-0.0080,0.9627,-0.0075,-0.0090,0.0821,0
289179,0.2704,-0.0058,-0.0080,0.9627,0.0004,0.0075,0.0736,0
289345,0.2704,-0.0058,-0.0080,0.9627,-0.0088,0.0029,0.0813,0
289512,0.2704,-0.0058,-0.0080,0.9627,-0.0037,0.0189,0.0958,0
289679,0.2704,-0.0058,-0.0080,0.9627,-0.0048,-0.0044,0.0946,0
289845,0.2703,-0.0058,-0.0080,0.9627,-0.0103,0.0017,0.0699,0
290012,0.2704,-0.0058,-0.0080,0.9627,-0.0059,0.0022,0.0697,0
290179,0.2704,-0.0058,-0.0080,0.9627,-0.0099,0.0078,0.0920,0
290345,0.2704,-0.0058,-0.0080,0.9627,0.0027,-0.0081,0.0882,0
290512,0.2703,-0.0058,-0.0080,0.9627,0.0004,0.0022,0.0641,0
290679,0.2703,-0.0058,-0.0080,0.9627,0.0082,0.0105,0.0721,0
290845,0.2703,-0.0058,-0.0080,0.9627,0.0074,0.0076,0.0887,0
291012,0.2703,-0.0058,-0.0080,0.9627,0.0006,0.0094,0.0791,0
291179,0.2702,-0.0058,-0.0080,0.9628,-0.0032,-0.0057,0.0660,0
291345,0.2702,-0.0058,-0.0080,0.9628,-0.0080,-0.0017,0.0849,0
291512,0.2702,-0.0058,-0.0080,0.9628,0.0075,-0.0009,0.0834,0
291679,0.2702,-0.0058,-0.0080,0.9627,-0.0101,-0.0036,0.0801,0
291845,0.2702,-0.0058,-0.0080,0.9627,-0.0073,0.0041,0.0904,0
292012,0.2702,-0.0058,-0.0080,0.9628,0.0014,0.0126,0.0951,0
292179,0.2702,-0.0058,-0.0080,0.9627,-0.0050,-0.0052,0.0657,0
292345,0.2702,-0.0058,-0.0080,0.9628,-0.0179,0.0128,0.0831,0
292512,0.2701,-0.0058,-0.0080,0.9628,-0.0046,-0.0031,0.0934,0
292679,0.2701,-0.0059,-0.0080,0.9628,0.0094,0.0101,0.0910,0
292845,0.2701,-0.0059,-0.0080,0.9628,0.0011,-0.0008,0.0748,0
293012,0.2701,-0.0059,-0.0080,0.9628,0.0066,0.0180,0.0696,0
293179,0.2700,-0.0059,-0.0080,0.9628,-0.0087,0.0173,0.0783,0
293345,0.2700,-0.0059,-0.0080,0.9628,-0.0080,-0.0063,0.0808,0
293512,0.2700,-0.0059,-0.0080,0.9628,0.0083,-0.0019,0.0782,0
293679,0.2700,-0.0059,-0.0080,0.9628,-0.0072,0.0058,0.0917,0
293845,0.2700,-0.0059,-0.0080,0.9628,-0.0112,-0.0023,0.0713,0
294012,0.2700,-0.0059,-0.0080,0.9628,0.0154,-0.0060,0.1011,0
294179,0.2700,-0.0059,-0.0080,0.9628,0.0009,-0.0080,0.0598,0
294345,0.2700,-0.0059,-0.0080,0.9628,-0.0053,-0.0016,0.0677,0
294512,0.2699,-0.0059,-0.0080,0.9628,0.0056,0.0034,0.0812,0
294679,0.2699,-0.0059,-0.0080,0.9628,0.0053,0.0013,0.0621,0
294845,0.2699,-0.0059,-0.0080,0.9628,0.0138,-0.0003,0.0836,0
295012,0.2698,-0.0059,-0.0080,0.9629,-0.0115,0.0005,0.0757,0
295179,0.2698,-0.0059,-0.0080,0.9629,0.0010,0.0054,0.0777,0
295345,0.2698,-0.0059,-0.0080,0.9629,-0.0135,0.0078,0.0830,0
295512,0.2697,-0.0059,-0.0080,0.9629,-0.0027,-0.0124,0.0638,0
295679,0.2697,-0.0059,-0.0080,0.9629,-0.0012,0.0116,0.0992,0
295845,0.2696,-0.0059,-0.0080,0.9629,-0.0016,0.0031,0.0767,0
296012,0.2696,-0.0059,-0.0080,0.9629,0.0012,-0.0140,0.0806,0
296179,0.2697,-0.0059,-0.0080,0.9629,0.0056,-0.0067,0.0789,0
296345,0.2697,-0.0059,-0.0081,0.9629,-0.0035,0.0019,0.1017,0
296512,0.2697,-0.0059,-0.0080,0.9629,0.0191,0.0218,0.0910,0
296679,0.2697,-0.0059,-0.0081,0.9629,0.0072,0.0007,0.0831,0
296845,0.2697,-0.0059,-0.0081,0.9629,-0.0136,0.0030,0.0715,0
297012,0.2697,-0.0059,-0.0081,0.9629,-0.0117,-0.0040,0.0716,0
297179,0.2697,-0.0059,-0.0081,0.9629,-0.0186,-0.0087,0.0861,0
297346,0.2696,-0.0059,-0.0081,0.9629,0.0014,-0.0110,0.0971,0
297512,0.2696,-0.0059,-0.0081,0.9629,0.0142,-0.0006,0.1154,0
297679,0.2696,-0.0059,-0.0081,0.9629,0.0106,0.0127,0.0631,0
297846,0.2695,-0.0059,-0.0081,0.9629,0.0059,-0.0023,0.0984,0
298012,0.2695,-0.0059,-0.0080,0.9630,-0.0006,0.0006,0.0609,0
298179,0.2695,-0.0059,-0.0080,0.9630,0.0017,-0.0038,0.0968,0
298346,0.2695,-0.0058,-0.0080,0.9629,0.0015,0.0071,0.0855,0
298512,0.2695,-0.0058,-0.0080,0.9630,-0.0105,-0.0048,0.0867,0
298679,0.2695,-0.0058,-0.0080,0.9630,-0.0024,0.0071,0.0879,0
298846,0.2694,-0.0058,-0.0080,0.9630,0.0155,0.0015,0.0749,0
299012,0.2695,-0.0058,-0.0080,0.9630,-0.0031,-0.0069,0.0634,0
299179,0.2695,-0.0058,-0.0080,0.9630,-0.0057,-0.0016,0.0835,0
299346,0.2695,-0.0058,-0.0080,0.9630,0.0002,-0.0062,0.0944,0
299512,0.2694,-0.0058,-0.0080,0.9630,-0.0015,0.0079,0.0617,0
299679,0.2695,-0.0058,-0.0080,0.9630,0.0006,0.0108,0.0924,0
299846,0.2695,-0.0058,-0.0080,0.9630,-0.0047,0.0175,0.0645,0
300012,0.2694,-0.0058,-0.0080,0.9630,-0.0106,0.0032,0.0816,0
300179,0.2695,-0.0058,-0.0080,0.9630,-0.0129,0.0041,0.0820,0
300346,0.2695,-0.0058,-0.0081,0.9630,-0.0057,0.0061,0.0765,0
300512,0.2694,-0.0058,-0.0081,0.9630,0.0053,0.0046,0.0767,0
300679,0.2694,-0.0058,-0.0081,0.9630,0.0099,-0.0105,0.0751,0
300846,0.2695,-0.0058,-0.0080,0.9630,-0.0057,0.0063,0.0758,0
301012,0.2694,-0.0058,-0.0080,0.9630,-0.0033,0.0099,0.0629,0
301179,0.2694,-0.0058,-0.0080,0.9630,-0.0162,0.0019,0.0899,0
301346,0.2694,-0.0058,-0.0080,0.9630,0.0004,-0.0121,0.0956,0
301512,0.2694,-0.0058,-0.0080,0.9630,-0.0103,-0.0014,0.0729,0
301679,0.2693,-0.0058,-0.0080,0.9630,0.0005,0.0008,0.0652,0
301846,0.2694,-0.0058,-0.0081,0.9630,-0.0125,0.0101,0.0839,0
302012,0.2694,-0.0058,-0.0080,0.9630,0.0139,-0.0044,0.0787,0
302179,0.2694,-0.0058,-0.0080,0.9630,0.0079,0.0150,0.0572,0
302346,0.2693,-0.0058,-0.0080,0.9630,0.0100,0.0069,0.0519,0
302512,0.2693,-0.0058,-0.0080,0.9630,-0.0057,-0.0068,0.0809,0
302679,0.2692,-0.0058,-0.0080,0.9630,-0.0078,0.0002,0.0604,0
302846,0.2692,-0.0058,-0.0080,0.9630,-0.0050,-0.0031,0.0769,0
303012,0.2692,-0.0058,-0.0080,0.9630,0.0132,0.0158,0.0907,0
303179,0.2691,-0.0058,-0.0080,0.9631,0.0116,0.0146,0.0820,0
303346,0.2692,-0.0058,-0.0080,0.9630,0.0132,-0.0079,0.0799,0
303512,0.2691,-0.0058,-0.0080,0.9631,-0.0083,-0.0049,0.0659,0
303679,0.2691,-0.0058,-0.0080,0.9631,0.0053,-0.0081,0.0877,0
303846,0.2690,-0.0058,-0.0080,0.9631,-0.0036,-0.0015,0.0968,0
304012,0.2690,-0.0058,-0.0080,0.9631,0.0126,-0.0049,0.0920,0
304179,0.2690,-0.0058,-0.0080,0.9631,0.0039,0.0080,0.0854,0
304346,0.2690,-0.0058,-0.0080,0.9631,-0.0018,-0.0087,0.0794,0
304512,0.2690,-0.0058,-0.0080,0.9631,0.0071,-0.0110,0.0864,0
304679,0.2690,-0.0058,-0.0080,0.9631,0.0096,-0.0088,0.0976,0
304846,0.2690,-0.0058,-0.0080,0.9631,0.0054,-0.0088,0.0539,0
305012,0.2689,-0.0058,-0.0080,0.9631,0.0057,0.0016,0.0779,0
305179,0.2689,-0.0058,-0.0080,0.9631,0.0008,0.0112,0.0618,0
305346,0.2690,-0.0058,-0.0080,0.9631,0.0138,0.0119,0.0858,0
305512,0.2689,-0.0058,-0.0080,0.9631,0.0035,-0.0018,0.0786,0
305679,0.2689,-0.0058,-0.0080,0.9631,0.0076,-0.0139,0.0633,0
305846,0.2689,-0.0058,-0.0080,0.9631,-0.0027,-0.0013,0.0875,0
306012,0.2689,-0.0058,-0.0080,0.9631,-0.0135,-0.0117,0.0644,0
306179,0.2690,-0.0058,-0.0080,0.9631,0.0012,-0.0142,0.0605,0
306346,0.2690,-0.0058,-0.0080,0.9631,-0.0016,-0.0015,0.0665,0
306512,0.2690,-0.0058,-0.0080,0.9631,0.0167,0.0034,0.0785,0
306679,0.2690,-0.0057,-0.0080,0.9631,0.0116,0.0002,0.0763,0
306846,0.2690,-0.0057,-0.0080,0.9631,0.0140,0.0127,0.0444,0
307012,0.2690,-0.0057,-0.0080,0.9631,0.0080,-0.0187,0.0694,0
307179,0.2690,-0.0057,-0.0080,0.9631,0.0004,-0.0178,0.0685,0
307346,0.2690,-0.0057,-0.0080,0.9631,0.0055,-0.0051,0.0946,0
307512,0.2690,-0.0057,-0.0080,0.9631,-0.0073,0.0138,0.0737,0
307679,0.2690,-0.0057,-0.0080,0.9631,0.0071,0.0090,0.0729,0
307846,0.2690,-0.0057,-0.0080,0.9631,-0.0011,-0.0050,0.0810,0
308012,0.2689,-0.0057,-0.0080,0.9631,0.0045,-0.0062,0.0937,0
308179,0.2689,-0.0057,-0.0080,0.9631,-0.0076,-0.0004,0.0793,0
308346,0.2689,-0.0057,-0.0080,0.9631,-0.0098,0.0111,0.0780,0
308512,0.2689,-0.0057,-0.0080,0.9631,0.0013,0.0047,0.0881,0
308679,0.2689,-0.0057,-0.0080,0.9631,0.0085,-0.0056,0.1121,0
308846,0.2689,-0.0057,-0.0080,0.9631,-0.0001,0.0110,0.0666,0
309012,0.2689,-0.0057,-0.0080,0.9631,0.0086,0.0076,0.0866,0
