DeviceTag: 1(up),FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2025-07-23 20:35:06.704,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
313327,0.4501,-0.0120,-0.0015,0.8929,-0.0294,0.0050,5.8303,0
313494,0.4501,-0.0120,-0.0015,0.8929,-0.0044,0.0077,5.8439,0
313660,0.4500,-0.0120,-0.0015,0.8929,-0.0015,0.0151,5.8470,0
313827,0.4500,-0.0120,-0.0015,0.8929,-0.0072,0.0030,5.8190,0
313994,0.4500,-0.0120,-0.0015,0.8929,-0.0338,0.0073,5.8637,0
314160,0.4500,-0.0120,-0.0015,0.8929,-0.0379,0.0065,5.8438,0
314327,0.4500,-0.0120,-0.0015,0.8929,-0.0502,0.0131,5.8460,0
314494,0.4500,-0.0120,-0.0015,0.8929,-0.0309,0.0194,5.8424,0
314660,0.4500,-0.0120,-0.0015,0.8929,-0.0196,0.0018,5.8380,0
314827,0.4500,-0.0120,-0.0015,0.8929,-0.0157,0.0060,5.8438,0
314994,0.4500,-0.0120,-0.0015,0.8929,-0.0244,-0.0064,5.8489,0
315160,0.4500,-0.0120,-0.0015,0.8929,-0.0013,0.0203,5.8498,0
315327,0.4500,-0.0120,-0.0015,0.8929,-0.0255,0.0172,5.8259,0
315494,0.4500,-0.0120,-0.0015,0.8930,-0.0431,0.0189,5.8191,0
315660,0.4500,-0.0119,-0.0015,0.8930,-0.0345,0.0070,5.8314,0
315827,0.4500,-0.0120,-0.0015,0.8930,-0.0433,0.0053,5.8631,0
315994,0.4500,-0.0120,-0.0015,0.8930,-0.0437,-0.0010,5.8615,0
316160,0.4499,-0.0120,-0.0015,0.8930,-0.0158,0.0056,5.8263,0
316327,0.4499,-0.0120,-0.0015,0.8930,-0.0335,0.0096,5.8427,0
316494,0.4499,-0.0120,-0.0015,0.8930,-0.0265,0.0178,5.8439,0
316660,0.4499,-0.0119,-0.0015,0.8930,-0.0105,0.0251,5.8487,0
316827,0.4499,-0.0119,-0.0015,0.8930,0.0092,0.0339,5.8186,0
316994,0.4499,-0.0119,-0.0015,0.8930,-0.0227,0.0076,5.8547,0
317160,0.4499,-0.0119,-0.0015,0.8930,-0.0322,0.0132,5.8279,0
317327,0.4499,-0.0120,-0.0015,0.8930,-0.0495,0.0087,5.8492,0
317494,0.4499,-0.0119,-0.0015,0.8930,-0.0317,0.0117,5.8377,0
317660,0.4499,-0.0119,-0.0015,0.8930,-0.0318,0.0230,5.8745,0
317827,0.4499,-0.0119,-0.0015,0.8930,-0.0433,0.0189,5.8437,0
317994,0.4499,-0.0119,-0.0015,0.8930,-0.0181,0.0208,5.8644,0
318160,0.4499,-0.0119,-0.0015,0.8930,-0.0269,0.0250,5.8329,0
318327,0.4499,-0.0119,-0.0015,0.8930,-0.0292,0.0116,5.8465,0
318494,0.4499,-0.0119,-0.0016,0.8930,-0.0370,0.0095,5.8432,0
318660,0.4498,-0.0119,-0.0016,0.8930,-0.0310,0.0031,5.8400,0
318827,0.4498,-0.0119,-0.0015,0.8930,-0.0338,-0.0099,5.8394,0
318994,0.4498,-0.0119,-0.0016,0.8930,-0.0290,0.0092,5.8492,0
319160,0.4498,-0.0119,-0.0016,0.8930,-0.0244,0.0279,5.8501,0
319327,0.4498,-0.0119,-0.0016,0.8930,-0.0171,0.0135,5.8270,0
319494,0.4498,-0.0119,-0.0016,0.8930,-0.0235,0.0055,5.8543,0
319660,0.4498,-0.0119,-0.0016,0.8931,-0.0326,0.0181,5.8330,0
319827,0.4498,-0.0119,-0.0016,0.8931,-0.0266,0.0157,5.8462,0
319994,0.4498,-0.0119,-0.0016,0.8931,-0.0226,0.0209,5.8656,0
320160,0.4498,-0.0119,-0.0016,0.8931,-0.0189,0.0018,5.8469,0
320327,0.4498,-0.0119,-0.0016,0.8931,-0.0184,-0.0034,5.8276,0
320494,0.4498,-0.0119,-0.0016,0.8931,-0.0338,0.0121,5.8485,0
320660,0.4498,-0.0119,-0.0016,0.8931,-0.0241,0.0092,5.8451,0
320827,0.4498,-0.0119,-0.0016,0.8931,-0.0369,-0.0055,5.8591,0
320994,0.4498,-0.0119,-0.0016,0.8931,-0.0255,0.0058,5.8322,0
321160,0.4498,-0.0119,-0.0016,0.8931,-0.0156,0.0060,5.8295,0
321327,0.4498,-0.0119,-0.0016,0.8931,-0.0124,0.0046,5.8580,0
321494,0.4498,-0.0119,-0.0016,0.8931,-0.0320,0.0104,5.8614,0
321660,0.4497,-0.0119,-0.0016,0.8931,-0.0261,0.0036,5.8430,0
321827,0.4497,-0.0119,-0.0016,0.8931,-0.0293,-0.0012,5.8607,0
321994,0.4497,-0.0119,-0.0016,0.8931,-0.0239,0.0189,5.8354,0
322160,0.4498,-0.0120,-0.0014,0.8931,-0.0237,0.0256,5.8242,0
322327,0.4498,-0.0120,-0.0014,0.8931,-0.0295,0.0150,5.8347,0
322494,0.4498,-0.0120,-0.0014,0.8931,-0.0238,0.0102,5.8384,0
322660,0.4498,-0.0120,-0.0014,0.8931,-0.0139,0.0068,5.8330,0
322827,0.4498,-0.0120,-0.0014,0.8931,-0.0472,0.0095,5.8640,0
322994,0.4498,-0.0120,-0.0014,0.8931,-0.0379,0.0170,5.8421,0
323160,0.4498,-0.0120,-0.0014,0.8931,-0.0175,0.0175,5.8615,0
323327,0.4498,-0.0120,-0.0013,0.8931,-0.0168,0.0156,5.8314,0
323494,0.4497,-0.0120,-0.0014,0.8931,-0.0157,0.0189,5.8412,0
323660,0.4497,-0.0120,-0.0014,0.8931,-0.0398,0.0342,5.8374,0
323827,0.4497,-0.0120,-0.0014,0.8931,-0.0400,0.0092,5.8510,0
323994,0.4497,-0.0120,-0.0014,0.8931,-0.0293,0.0108,5.8575,0
324160,0.4497,-0.0120,-0.0014,0.8931,-0.0248,0.0234,5.8461,0
324327,0.9999,-0.0066,0.0101,0.0001,0.0316,0.0098,5.8311,0
324494,0.9999,-0.0066,0.0101,0.0001,0.0073,0.0025,5.8582,0
324660,0.9999,-0.0066,0.0101,0.0001,0.0203,-0.0016,5.8331,0
324827,0.9999,-0.0066,0.0101,0.0001,0.0273,0.0086,5.8654,0
324994,0.9999,-0.0066,0.0101,0.0001,0.0264,0.0179,5.8531,0
325160,0.9999,-0.0066,0.0101,0.0001,0.0431,0.0283,5.8402,0
325327,0.9999,-0.0066,0.0101,0.0001,0.0169,0.0150,5.8325,0
325494,0.9999,-0.0066,0.0101,0.0001,0.0281,0.0084,5.8491,0
325661,0.9999,-0.0066,0.0101,0.0001,0.0187,-0.0040,5.8330,0
325827,0.9999,-0.0066,0.0101,0.0001,0.0264,0.0056,5.8561,0
325994,0.9999,-0.0066,0.0102,0.0001,0.0404,0.0098,5.8140,0
326161,0.9999,-0.0066,0.0102,0.0001,0.0262,0.0192,5.8291,0
326327,0.9999,-0.0066,0.0102,0.0001,0.0355,0.0213,5.8310,0
326494,0.9999,-0.0066,0.0102,0.0001,0.0264,0.0063,5.8195,0
326661,0.9999,-0.0066,0.0101,0.0001,0.0305,0.0060,5.8176,0
326827,0.9999,-0.0066,0.0102,0.0001,0.0411,0.0122,5.8772,0
326994,0.9999,-0.0066,0.0102,0.0001,0.0184,0.0040,5.8499,0
327161,0.9999,-0.0066,0.0102,0.0001,0.0370,0.0180,5.8447,0
327327,0.9999,-0.0066,0.0102,0.0001,0.0304,0.0142,5.8327,0
327494,0.9999,-0.0066,0.0102,0.0002,0.0333,0.0203,5.8448,0
327661,0.9999,-0.0066,0.0102,0.0001,0.0385,-0.0004,5.8435,0
327827,0.9999,-0.0066,0.0102,0.0001,0.0271,0.0075,5.8532,0
327994,0.9999,-0.0066,0.0102,0.0001,0.0367,0.0019,5.8548,0
328161,0.9999,-0.0066,0.0102,0.0002,0.0339,0.0159,5.8219,0
328327,0.9999,-0.0066,0.0102,0.0002,0.0308,0.0203,5.8278,0
328494,0.9999,-0.0066,0.0102,0.0002,0.0300,-0.0003,5.8502,0
328661,0.9999,-0.0066,0.0102,0.0002,0.0234,0.0060,5.8349,0
328827,0.9999,-0.0066,0.0102,0.0002,0.0176,0.0100,5.8534,0
328994,0.9999,-0.0066,0.0102,0.0002,0.0219,0.0153,5.8239,0
329161,0.9999,-0.0066,0.0102,0.0002,0.0316,0.0057,5.8481,0
329327,0.9999,-0.0066,0.0102,0.0002,0.0148,0.0100,5.8424,0
329494,0.9999,-0.0066,0.0102,0.0002,0.0421,0.0074,5.8281,0
329661,0.9999,-0.0066,0.0102,0.0002,0.0136,0.0080,5.8456,0
329827,0.9999,-0.0066,0.0102,0.0002,0.0157,0.0134,5.8381,0
329994,0.9999,-0.0066,0.0102,0.0002,0.0346,0.0140,5.8033,0
330161,0.9999,-0.0066,0.0102,0.0002,0.0378,0.0163,5.8286,0
330327,0.9999,-0.0066,0.0102,0.0002,0.0350,0.0049,5.8308,0
330494,0.9999,-0.0065,0.0102,0.0002,0.0327,0.0237,5.8540,0
330661,0.9999,-0.0066,0.0102,0.0002,0.0297,0.0130,5.8582,0
330827,0.9999,-0.0066,0.0102,0.0002,0.0382,0.0130,5.8501,0
330994,0.9999,-0.0066,0.0102,0.0002,0.0215,0.0080,5.8304,0
331161,0.9999,-0.0066,0.0102,0.0002,0.0342,0.0065,5.8329,0
331327,0.9999,-0.0066,0.0102,0.0002,0.0392,0.0257,5.8631,0
331494,0.9999,-0.0066,0.0101,0.0003,0.0307,0.0294,5.8304,0
331661,0.9999,-0.0066,0.0102,0.0003,0.0315,0.0259,5.8407,0
331827,0.9999,-0.0066,0.0102,0.0003,0.0249,0.0075,5.8380,0
331994,0.9999,-0.0066,0.0101,0.0003,0.0234,-0.0013,5.8577,0
332161,0.9999,-0.0066,0.0101,0.0003,0.0073,0.0060,5.8454,0
332327,0.9999,-0.0066,0.0101,0.0003,0.0354,0.0303,5.8348,0
332494,0.9999,-0.0066,0.0101,0.0003,0.0449,0.0140,5.8379,0
332661,0.9999,-0.0066,0.0101,0.0003,0.0306,0.0245,5.8418,0
332827,0.9999,-0.0066,0.0101,0.0003,0.0300,0.0174,5.8383,0
332994,0.9999,-0.0066,0.0101,0.0003,0.0274,0.0231,5.8482,0
333161,0.9999,-0.0065,0.0101,0.0003,0.0208,0.0168,5.8221,0
333327,0.9999,-0.0066,0.0101,0.0003,0.0167,0.0126,5.8366,0
333494,0.9999,-0.0066,0.0101,0.0003,0.0134,0.0151,5.8514,0
333661,0.9999,-0.0066,0.0101,0.0003,0.0235,0.0210,5.8330,0
333827,0.9999,-0.0065,0.0101,0.0003,0.0447,0.0205,5.8409,0
333994,0.9999,-0.0065,0.0101,0.0003,0.0234,0.0063,5.8262,0
334161,0.9999,-0.0065,0.0101,0.0004,0.0244,-0.0020,5.8582,0
334327,0.9999,-0.0065,0.0101,0.0004,0.0208,-0.0016,5.8361,0
334494,0.9999,-0.0065,0.0101,0.0004,0.0152,0.0008,5.8276,0
334661,0.9999,-0.0065,0.0101,0.0004,0.0253,0.0212,5.8323,0
334827,0.9999,-0.0065,0.0101,0.0004,0.0215,0.0257,5.8344,0
334994,0.9999,-0.0066,0.0101,0.0004,0.0274,0.0111,5.8250,0
335161,0.9999,-0.0066,0.0101,0.0004,0.0482,0.0147,5.8274,0
335327,0.9999,-0.0066,0.0101,0.0004,0.0265,0.0116,5.8152,0
335494,0.9999,-0.0066,0.0101,0.0004,0.0172,0.0138,5.8239,0
335661,0.9999,-0.0066,0.0101,0.0004,0.0148,0.0052,5.8410,0
335827,0.9999,-0.0066,0.0101,0.0004,0.0058,0.0175,5.8556,0
335994,0.9999,-0.0066,0.0101,0.0004,0.0085,0.0147,5.8293,0
336161,0.9999,-0.0066,0.0100,0.0004,0.0331,0.0160,5.8228,0
336327,0.9999,-0.0066,0.0100,0.0004,0.0259,0.0063,5.8515,0
336494,0.9999,-0.0066,0.0100,0.0004,0.0407,-0.0043,5.8219,0
336661,0.9999,-0.0066,0.0100,0.0005,0.0283,0.0012,5.8403,0
336827,0.9999,-0.0066,0.0100,0.0004,0.0116,0.0181,5.8413,0
336994,0.9999,-0.0066,0.0100,0.0005,0.0234,0.0081,5.8396,0
337161,0.9999,-0.0066,0.0100,0.0005,0.0176,0.0156,5.8280,0
337327,0.9999,-0.0066,0.0100,0.0005,0.0281,-0.0024,5.8383,0
337494,0.9999,-0.0066,0.0100,0.0005,0.0304,0.0232,5.8539,0
337661,0.9999,-0.0066,0.0100,0.0005,0.0328,0.0101,5.8291,0
337827,0.9999,-0.0066,0.0100,0.0005,0.0196,0.0091,5.8580,0
337994,0.9999,-0.0066,0.0100,0.0005,0.0261,0.0089,5.8338,0
338161,0.9999,-0.0065,0.0100,0.0005,0.0120,0.0090,5.8427,0
338327,0.9999,-0.0065,0.0100,0.0005,0.0106,0.0176,5.8310,0
338494,0.9999,-0.0066,0.0100,0.0005,0.0163,0.0112,5.8615,0
338661,0.9999,-0.0066,0.0100,0.0006,0.0298,0.0104,5.8253,0
338827,0.9999,-0.0066,0.0100,0.0006,0.0272,0.0015,5.8410,0
338994,0.9999,-0.0066,0.0100,0.0006,0.0269,0.0295,5.8375,0
339161,0.9999,-0.0066,0.0100,0.0006,0.0239,0.0216,5.8611,0
339327,0.9999,-0.0066,0.0100,0.0006,0.0238,0.0086,5.8592,0
339494,0.9999,-0.0066,0.0100,0.0006,0.0237,0.0098,5.8624,0
339661,0.9999,-0.0066,0.0100,0.0006,0.0204,0.0059,5.8477,0
339827,0.9999,-0.0066,0.0100,0.0006,0.0323,-0.0035,5.8320,0
339994,0.9999,-0.0065,0.0100,0.0006,0.0312,0.0088,5.8508,0
340161,0.9999,-0.0065,0.0100,0.0006,0.0292,0.0012,5.8370,0
340327,0.9999,-0.0065,0.0100,0.0006,0.0288,0.0014,5.8404,0
340494,0.9999,-0.0065,0.0100,0.0006,0.0288,-0.0087,5.8369,0
340661,0.9999,-0.0066,0.0100,0.0006,0.0245,-0.0073,5.8312,0
340827,0.9999,-0.0066,0.0100,0.0006,0.0176,-0.0073,5.8178,0
340994,0.9999,-0.0066,0.0100,0.0006,0.0351,0.0144,5.8436,0
341161,0.9999,-0.0065,0.0100,0.0006,0.0350,0.0204,5.8405,0
341327,0.9999,-0.0066,0.0100,0.0007,0.0330,0.0266,5.8393,0
341494,0.9999,-0.0066,0.0100,0.0007,0.0261,0.0056,5.8298,0
341661,0.9999,-0.0066,0.0100,0.0007,0.0266,0.0029,5.8259,0
341827,0.9999,-0.0066,0.0100,0.0007,0.0155,0.0071,5.8548,0
341994,0.9999,-0.0066,0.0100,0.0007,0.0060,0.0189,5.8365,0
342161,0.9999,-0.0066,0.0101,0.0006,0.0050,0.0014,5.8309,0
342328,0.9999,-0.0066,0.0101,0.0007,0.0192,0.0151,5.8260,0
342494,0.9999,-0.0066,0.0101,0.0007,0.0423,0.0211,5.8398,0
342661,0.9999,-0.0066,0.0101,0.0007,0.0289,0.0170,5.8610,0
342828,0.9999,-0.0066,0.0101,0.0007,0.0231,0.0028,5.8343,0
342994,0.9999,-0.0066,0.0101,0.0007,0.0184,0.0074,5.8414,0
343161,0.9999,-0.0066,0.0101,0.0007,0.0295,0.0108,5.8697,0
343328,0.9999,-0.0066,0.0101,0.0007,0.0205,0.0093,5.8415,0
343494,0.9999,-0.0066,0.0101,0.0007,0.0277,0.0132,5.8329,0
343661,0.9999,-0.0066,0.0101,0.0007,0.0250,0.0065,5.8524,0
343828,0.9999,-0.0066,0.0101,0.0007,0.0263,0.0153,5.8375,0
343994,0.9999,-0.0066,0.0101,0.0007,0.0292,0.0121,5.8324,0
344161,0.9999,-0.0066,0.0101,0.0007,0.0236,0.0117,5.8174,0
344328,0.9999,-0.0066,0.0101,0.0007,0.0216,0.0116,5.8277,0
344494,0.9999,-0.0066,0.0101,0.0007,0.0226,0.0068,5.8660,0
344661,0.9999,-0.0066,0.0101,0.0007,0.0255,-0.0075,5.8465,0
344828,0.9999,-0.0066,0.0101,0.0007,0.0253,0.0139,5.8183,0
344994,0.9999,-0.0066,0.0100,0.0007,0.0391,0.0045,5.8203,0
345161,0.9999,-0.0066,0.0101,0.0007,0.0249,0.0026,5.8317,0
345328,0.9999,-0.0066,0.0101,0.0007,0.0320,0.0040,5.8323,0
345494,0.9999,-0.0066,0.0101,0.0008,0.0311,0.0148,5.8539,0
345661,0.9999,-0.0066,0.0100,0.0008,0.0315,0.0193,5.8277,0
345828,0.9999,-0.0066,0.0100,0.0008,0.0221,0.0259,5.8135,0
345994,0.9999,-0.0066,0.0100,0.0008,0.0292,0.0043,5.8405,0
346161,0.9999,-0.0066,0.0100,0.0008,0.0190,0.0010,5.8212,0
346328,0.9999,-0.0066,0.0100,0.0008,0.0252,0.0161,5.8422,0
346494,0.9999,-0.0066,0.0100,0.0008,0.0265,0.0272,5.8469,0
346661,0.9999,-0.0066,0.0100,0.0008,0.0293,0.0282,5.8363,0
346828,0.9999,-0.0066,0.0100,0.0008,0.0357,0.0259,5.8163,0
346994,0.9999,-0.0066,0.0100,0.0008,0.0244,0.0120,5.8472,0
347161,0.9999,-0.0066,0.0100,0.0009,0.0168,0.0129,5.8339,0
347328,0.9999,-0.0066,0.0101,0.0009,0.0272,0.0181,5.8329,0
347494,0.9999,-0.0066,0.0101,0.0009,0.0297,0.0138,5.8388,0
347661,0.9999,-0.0066,0.0101,0.0009,0.0420,0.0080,5.8439,0
347828,0.9999,-0.0066,0.0101,0.0009,0.0407,0.0082,5.8311,0
347994,0.9999,-0.0066,0.0101,0.0009,0.0373,0.0090,5.8415,0
348161,0.9999,-0.0066,0.0101,0.0009,0.0367,0.0139,5.8147,0
348328,0.9999,-0.0066,0.0101,0.0009,0.0221,0.0109,5.8442,0
348494,0.9999,-0.0066,0.0101,0.0009,0.0190,0.0129,5.8313,0
348661,0.9999,-0.0066,0.0101,0.0009,0.0240,0.0035,5.8529,0
348828,0.9999,-0.0066,0.0101,0.0009,0.0247,0.0149,5.8513,0
348994,0.9999,-0.0066,0.0101,0.0009,0.0206,0.0149,5.8406,0
349161,0.9999,-0.0066,0.0101,0.0009,0.0317,-0.0005,5.8519,0
349328,0.9999,-0.0066,0.0101,0.0010,0.0364,0.0043,5.8403,0
349494,0.9999,-0.0066,0.0101,0.0010,0.0283,0.0175,5.8553,0
349661,0.9999,-0.0066,0.0101,0.0010,0.0369,0.0076,5.8585,0
349828,0.9999,-0.0066,0.0101,0.0010,0.0190,0.0002,5.8026,0
349994,0.9999,-0.0066,0.0101,0.0010,0.0179,0.0126,5.8456,0
350161,0.9999,-0.0066,0.0101,0.0010,0.0234,0.0206,5.8220,0
350328,0.9999,-0.0066,0.0101,0.0010,0.0327,0.0078,5.8258,0
350494,0.9999,-0.0066,0.0101,0.0010,0.0402,-0.0097,5.8333,0
350661,0.9999,-0.0066,0.0101,0.0010,0.0419,0.0079,5.8270,0
350828,0.9999,-0.0066,0.0101,0.0010,0.0316,0.0075,5.8443,0
350994,0.9999,-0.0066,0.0101,0.0010,0.0304,0.0230,5.8451,0
351161,0.9999,-0.0066,0.0101,0.0010,0.0324,0.0139,5.8465,0
351328,0.9999,-0.0066,0.0101,0.0010,0.0300,-0.0000,5.8589,0
351494,0.9999,-0.0066,0.0101,0.0010,0.0172,-0.0120,5.8397,0
351661,0.9999,-0.0066,0.0101,0.0010,0.0386,-0.0018,5.8557,0
351828,0.9999,-0.0066,0.0101,0.0010,0.0343,-0.0005,5.8272,0
351994,0.9999,-0.0066,0.0101,0.0010,0.0190,0.0206,5.8591,0
352161,0.9999,-0.0066,0.0101,0.0010,0.0455,0.0200,5.8469,0
352328,0.9999,-0.0066,0.0101,0.0011,0.0297,0.0068,5.8420,0
352494,0.9999,-0.0065,0.0101,0.0011,0.0270,0.0071,5.8199,0
352661,0.9999,-0.0065,0.0101,0.0011,0.0155,-0.0001,5.8336,0
352828,0.9999,-0.0065,0.0101,0.0011,0.0345,0.0051,5.8411,0
352994,0.9999,-0.0066,0.0101,0.0011,0.0342,-0.0030,5.8297,0
353161,0.9999,-0.0066,0.0101,0.0011,0.0352,0.0058,5.8520,0
353328,0.9999,-0.0066,0.0101,0.0011,0.0336,0.0092,5.8168,0
353494,0.9999,-0.0066,0.0101,0.0011,0.0337,0.0072,5.8358,0
353661,0.9999,-0.0066,0.0101,0.0011,0.0288,-0.0017,5.8136,0
353828,0.9999,-0.0066,0.0101,0.0011,0.0209,-0.0076,5.8455,0
353994,0.9999,-0.0066,0.0101,0.0011,0.0252,-0.0052,5.8482,0
354161,0.9999,-0.0066,0.0101,0.0012,0.0226,0.0057,5.8532,0
354328,0.9999,-0.0066,0.0101,0.0012,0.0293,0.0231,5.8243,0
354494,0.9999,-0.0065,0.0101,0.0012,0.0329,0.0169,5.8339,0
354661,0.9999,-0.0066,0.0101,0.0012,0.0362,0.0033,5.8458,0
354828,0.9999,-0.0066,0.0101,0.0012,0.0219,0.0033,5.8241,0
354994,0.9999,-0.0066,0.0101,0.0012,0.0299,0.0032,5.8381,0
355161,0.9999,-0.0066,0.0101,0.0012,0.0270,0.0056,5.8529,0
355328,0.9999,-0.0066,0.0101,0.0012,0.0280,0.0263,5.8447,0
355494,0.9999,-0.0066,0.0101,0.0012,0.0283,0.0141,5.8518,0
355661,0.9999,-0.0066,0.0101,0.0012,0.0238,0.0252,5.8366,0
355828,0.9999,-0.0066,0.0101,0.0012,0.0382,0.0048,5.8473,0
355994,0.9999,-0.0066,0.0101,0.0012,0.0447,0.0129,5.8440,0
356161,0.9999,-0.0066,0.0101,0.0012,0.0255,0.0156,5.8509,0
356328,0.9999,-0.0066,0.0101,0.0012,0.0280,0.0018,5.8405,0
356494,0.9999,-0.0066,0.0101,0.0012,0.0245,0.0122,5.8414,0
356661,0.9999,-0.0066,0.0101,0.0012,0.0339,0.0040,5.8248,0
356828,0.9999,-0.0066,0.0101,0.0012,0.0154,0.0073,5.8617,0
356994,0.9999,-0.0066,0.0101,0.0012,0.0175,0.0154,5.8419,0
357161,0.9999,-0.0066,0.0101,0.0012,0.0330,0.0145,5.8341,0
357328,0.9999,-0.0066,0.0101,0.0013,0.0247,0.0042,5.8484,0
357494,0.9999,-0.0066,0.0101,0.0012,0.0348,0.0071,5.8342,0
357661,0.9999,-0.0066,0.0101,0.0013,0.0326,0.0023,5.8486,0
357828,0.9999,-0.0066,0.0101,0.0013,0.0228,0.0054,5.8365,0
357994,0.9999,-0.0066,0.0101,0.0013,0.0284,-0.0071,5.8681,0
358161,0.9999,-0.0066,0.0101,0.0013,0.0256,0.0188,5.8491,0
358328,0.9999,-0.0066,0.0101,0.0013,0.0267,0.0216,5.8496,0
358494,0.9999,-0.0066,0.0101,0.0013,0.0286,0.0327,5.8496,0
358661,0.9999,-0.0066,0.0101,0.0013,0.0261,0.0119,5.8314,0
358828,0.9999,-0.0066,0.0101,0.0013,0.0276,-0.0002,5.8348,0
358995,0.9999,-0.0066,0.0101,0.0013,0.0202,-0.0129,5.8489,0
359161,0.9999,-0.0066,0.0101,0.0013,0.0074,-0.0045,5.8409,0
359328,0.9999,-0.0066,0.0101,0.0013,0.0284,-0.0117,5.8533,0
359495,0.9999,-0.0066,0.0102,0.0013,0.0330,0.0149,5.8241,0
359661,0.9999,-0.0066,0.0102,0.0013,0.0315,0.0189,5.8348,0
359828,0.9999,-0.0066,0.0102,0.0013,0.0424,0.0103,5.8691,0
359995,0.9999,-0.0066,0.0102,0.0013,0.0362,0.0208,5.8193,0
360161,0.9999,-0.0066,0.0102,0.0013,0.0396,0.0042,5.8229,0
360328,0.9999,-0.0066,0.0102,0.0013,0.0241,0.0054,5.8305,0
360495,0.9999,-0.0066,0.0102,0.0013,0.0213,-0.0004,5.8405,0
360661,0.9999,-0.0066,0.0102,0.0013,0.0249,0.0036,5.8256,0
360828,0.9999,-0.0066,0.0102,0.0014,0.0379,0.0164,5.8234,0
360995,0.9999,-0.0066,0.0102,0.0014,0.0161,0.0041,5.8354,0
361161,0.9999,-0.0066,0.0102,0.0014,0.0299,0.0201,5.8450,0
361328,0.9999,-0.0066,0.0102,0.0014,0.0291,0.0066,5.8310,0
361495,0.9999,-0.0066,0.0102,0.0014,0.0228,0.0103,5.8471,0
361661,0.9999,-0.0066,0.0102,0.0014,0.0294,0.0192,5.8414,0
361828,0.9999,-0.0066,0.0102,0.0014,0.0145,0.0102,5.8318,0
361995,0.9999,-0.0066,0.0102,0.0014,0.0275,0.0005,5.8453,0
362161,0.9999,-0.0066,0.0101,0.0013,0.0226,-0.0029,5.8198,0
362328,0.9999,-0.0066,0.0101,0.0013,0.0305,0.0013,5.8523,0
362495,0.9999,-0.0066,0.0101,0.0013,0.0283,0.0104,5.8459,0
362661,0.9999,-0.0066,0.0101,0.0013,0.0274,0.0122,5.8384,0
362828,0.9999,-0.0066,0.0100,0.0013,0.0338,0.0047,5.8403,0
362995,0.9999,-0.0066,0.0100,0.0013,0.0167,0.0014,5.8463,0
363161,0.9999,-0.0066,0.0100,0.0013,0.0264,0.0244,5.8164,0
363328,0.9999,-0.0066,0.0100,0.0013,0.0218,0.0065,5.8254,0
363495,0.9999,-0.0066,0.0100,0.0013,0.0323,0.0180,5.8434,0
363661,0.9999,-0.0066,0.0101,0.0013,0.0232,0.0166,5.8423,0
363828,0.9999,-0.0066,0.0100,0.0013,0.0171,-0.0004,5.8423,0
363995,0.9999,-0.0066,0.0101,0.0013,0.0423,0.0020,5.8274,0
364161,0.9999,-0.0066,0.0101,0.0013,0.0509,0.0009,5.8377,0
364328,0.9999,-0.0066,0.0100,0.0013,0.0101,0.0058,5.8398,0
364495,0.9999,-0.0066,0.0100,0.0013,0.0197,0.0238,5.8387,0
364661,0.9999,-0.0066,0.0100,0.0013,0.0148,0.0034,5.8622,0
364828,0.9999,-0.0066,0.0100,0.0013,0.0289,0.0167,5.8050,0
364995,0.9999,-0.0066,0.0100,0.0014,0.0201,-0.0013,5.8243,0
365161,0.9999,-0.0066,0.0100,0.0014,0.0152,-0.0053,5.8276,0
365328,0.9999,-0.0066,0.0100,0.0014,0.0269,0.0065,5.8285,0
365495,0.9999,-0.0066,0.0100,0.0014,0.0201,0.0039,5.8416,0
365661,0.9999,-0.0066,0.0100,0.0014,0.0225,0.0024,5.8334,0
365828,0.9999,-0.0066,0.0100,0.0014,0.0124,0.0200,5.8601,0
365995,0.9999,-0.0066,0.0100,0.0014,0.0096,0.0269,5.8242,0
366161,0.9999,-0.0066,0.0100,0.0014,0.0506,0.0304,5.8178,0
366328,0.9999,-0.0066,0.0100,0.0014,0.0507,0.0399,5.8250,0
366495,0.9999,-0.0066,0.0100,0.0014,0.0311,0.0228,5.8404,0
366661,0.9999,-0.0066,0.0100,0.0014,0.0384,-0.0146,5.8671,0
366828,0.9999,-0.0066,0.0100,0.0014,0.0277,-0.0172,5.8405,0
366995,0.9999,-0.0066,0.0100,0.0014,0.0240,-0.0390,5.8363,0
367161,0.9999,-0.0066,0.0100,0.0014,0.0102,0.0008,5.8148,0
367328,0.9999,-0.0066,0.0100,0.0014,0.0150,0.0203,5.8199,0
367495,0.9999,-0.0066,0.0100,0.0014,0.0343,0.0276,5.8530,0
367661,0.9999,-0.0066,0.0100,0.0013,0.0220,0.0159,5.8439,0
367828,0.9999,-0.0066,0.0100,0.0013,0.0257,-0.0076,5.8368,0
367995,0.9999,-0.0066,0.0100,0.0013,0.0223,-0.0025,5.8217,0
368161,0.9999,-0.0066,0.0100,0.0013,0.0295,0.0139,5.8309,0
368328,0.9999,-0.0066,0.0100,0.0013,0.0337,0.0036,5.8316,0
