DeviceTag: 1(up),FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2025-07-23 20:35:06.704,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
293993,0.4513,-0.0119,-0.0013,0.8923,-0.0356,0.0138,5.8352,0
294160,0.4513,-0.0119,-0.0013,0.8923,-0.0358,0.0030,5.8421,0
294327,0.4512,-0.0119,-0.0013,0.8923,-0.0138,0.0190,5.8189,0
294493,0.4512,-0.0119,-0.0013,0.8923,-0.0242,0.0230,5.8386,0
294660,0.4512,-0.0119,-0.0013,0.8923,-0.0217,0.0148,5.8222,0
294827,0.4512,-0.0119,-0.0013,0.8923,-0.0282,0.0122,5.8400,0
294993,0.4512,-0.0119,-0.0013,0.8924,-0.0264,-0.0022,5.8497,0
295160,0.4512,-0.0119,-0.0013,0.8924,-0.0280,0.0158,5.8320,0
295327,0.4511,-0.0119,-0.0013,0.8924,-0.0191,0.0274,5.8281,0
295493,0.4511,-0.0119,-0.0013,0.8924,-0.0237,0.0245,5.8336,0
295660,0.4511,-0.0119,-0.0013,0.8924,-0.0357,0.0130,5.8436,0
295827,0.4511,-0.0119,-0.0013,0.8924,-0.0294,0.0196,5.8241,0
295993,0.4511,-0.0119,-0.0013,0.8924,-0.0370,0.0151,5.8428,0
296160,0.4511,-0.0119,-0.0013,0.8924,-0.0253,0.0152,5.8427,0
296327,0.4511,-0.0119,-0.0013,0.8924,-0.0184,0.0172,5.8391,0
296493,0.4510,-0.0119,-0.0013,0.8924,-0.0196,0.0155,5.8418,0
296660,0.4510,-0.0119,-0.0013,0.8924,-0.0076,0.0109,5.8173,0
296827,0.4510,-0.0119,-0.0013,0.8924,-0.0117,0.0231,5.8373,0
296993,0.4510,-0.0119,-0.0013,0.8924,-0.0182,0.0276,5.8608,0
297160,0.4510,-0.0119,-0.0013,0.8925,-0.0302,0.0308,5.8342,0
297327,0.4510,-0.0119,-0.0013,0.8925,-0.0377,0.0191,5.8510,0
297493,0.4510,-0.0119,-0.0013,0.8925,-0.0355,0.0106,5.8305,0
297660,0.4509,-0.0119,-0.0013,0.8925,-0.0229,0.0022,5.8439,0
297827,0.4509,-0.0119,-0.0013,0.8925,-0.0142,0.0136,5.8416,0
297993,0.4509,-0.0119,-0.0013,0.8925,-0.0133,0.0175,5.8566,0
298160,0.4509,-0.0118,-0.0013,0.8925,-0.0096,0.0342,5.8234,0
298327,0.4509,-0.0118,-0.0013,0.8925,-0.0201,0.0170,5.8269,0
298493,0.4509,-0.0118,-0.0013,0.8925,-0.0141,0.0096,5.8330,0
298660,0.4508,-0.0118,-0.0013,0.8925,-0.0179,0.0197,5.8350,0
298827,0.4508,-0.0118,-0.0013,0.8925,-0.0170,0.0077,5.8345,0
298993,0.4508,-0.0118,-0.0013,0.8925,-0.0227,0.0140,5.8253,0
299160,0.4508,-0.0118,-0.0013,0.8926,-0.0159,0.0140,5.8371,0
299327,0.4508,-0.0118,-0.0013,0.8926,-0.0248,0.0093,5.8329,0
299493,0.4508,-0.0118,-0.0013,0.8926,-0.0323,0.0130,5.8404,0
299660,0.4507,-0.0118,-0.0013,0.8926,-0.0216,0.0124,5.8379,0
299827,0.4507,-0.0119,-0.0013,0.8926,-0.0247,0.0104,5.8255,0
299993,0.4507,-0.0119,-0.0013,0.8926,-0.0165,0.0233,5.8443,0
300160,0.4507,-0.0119,-0.0013,0.8926,-0.0269,0.0228,5.8314,0
300327,0.4507,-0.0119,-0.0013,0.8926,-0.0099,0.0061,5.8600,0
300493,0.4507,-0.0119,-0.0013,0.8926,-0.0303,0.0039,5.8336,0
300660,0.4507,-0.0119,-0.0013,0.8926,-0.0249,0.0026,5.8367,0
300827,0.4506,-0.0119,-0.0013,0.8926,-0.0177,0.0239,5.8427,0
300993,0.4506,-0.0119,-0.0013,0.8926,-0.0290,0.0148,5.8408,0
301160,0.4506,-0.0118,-0.0013,0.8926,-0.0128,0.0041,5.8168,0
301327,0.4506,-0.0118,-0.0013,0.8926,-0.0036,0.0138,5.8184,0
301493,0.4506,-0.0118,-0.0013,0.8926,-0.0055,0.0200,5.8179,0
301660,0.4506,-0.0118,-0.0013,0.8926,-0.0181,0.0024,5.8300,0
301827,0.4506,-0.0118,-0.0013,0.8926,-0.0279,-0.0051,5.8445,0
301993,0.4506,-0.0118,-0.0013,0.8927,-0.0205,0.0200,5.8471,0
302160,0.4506,-0.0120,-0.0014,0.8926,-0.0208,0.0124,5.8312,0
302327,0.4506,-0.0120,-0.0014,0.8926,-0.0226,0.0181,5.8412,0
302493,0.4506,-0.0120,-0.0014,0.8926,-0.0031,0.0086,5.8465,0
302660,0.4506,-0.0120,-0.0014,0.8926,-0.0122,0.0100,5.8321,0
302827,0.4506,-0.0120,-0.0014,0.8926,-0.0398,0.0102,5.8229,0
302993,0.4506,-0.0120,-0.0014,0.8926,-0.0386,0.0139,5.8412,0
303160,0.4506,-0.0120,-0.0015,0.8927,-0.0137,0.0160,5.8276,0
303327,0.4506,-0.0120,-0.0015,0.8927,-0.0188,0.0134,5.8381,0
303493,0.4506,-0.0120,-0.0015,0.8927,-0.0224,0.0191,5.8570,0
303660,0.4506,-0.0120,-0.0015,0.8927,-0.0287,-0.0002,5.8470,0
303827,0.4506,-0.0120,-0.0015,0.8927,-0.0377,-0.0086,5.8314,0
303993,0.4505,-0.0120,-0.0015,0.8927,-0.0317,0.0026,5.8443,0
304160,0.4505,-0.0120,-0.0015,0.8927,-0.0215,0.0089,5.8300,0
304327,0.4505,-0.0120,-0.0015,0.8927,-0.0296,0.0146,5.8284,0
304493,0.4505,-0.0120,-0.0015,0.8927,-0.0327,0.0252,5.8505,0
304660,0.4505,-0.0120,-0.0015,0.8927,-0.0313,0.0127,5.8458,0
304827,0.4505,-0.0120,-0.0015,0.8927,-0.0433,0.0106,5.8695,0
304993,0.4505,-0.0120,-0.0014,0.8927,-0.0380,-0.0023,5.8268,0
305160,0.4505,-0.0120,-0.0014,0.8927,-0.0225,0.0167,5.8544,0
305327,0.4505,-0.0120,-0.0014,0.8927,-0.0202,0.0206,5.8322,0
305493,0.4505,-0.0120,-0.0014,0.8927,-0.0124,0.0096,5.8484,0
305660,0.4505,-0.0120,-0.0014,0.8927,0.0052,0.0168,5.8471,0
305827,0.4505,-0.0120,-0.0014,0.8927,-0.0366,0.0199,5.8580,0
305993,0.4505,-0.0120,-0.0014,0.8927,-0.0368,0.0074,5.8589,0
306160,0.4504,-0.0120,-0.0014,0.8927,-0.0348,0.0074,5.8275,0
306327,0.4504,-0.0120,-0.0014,0.8927,-0.0406,0.0113,5.8264,0
306493,0.4504,-0.0120,-0.0014,0.8927,-0.0365,0.0107,5.8161,0
306660,0.4504,-0.0120,-0.0014,0.8927,-0.0259,0.0160,5.8377,0
306827,0.4504,-0.0120,-0.0015,0.8927,-0.0161,0.0218,5.8570,0
306993,0.4504,-0.0120,-0.0015,0.8927,-0.0071,0.0161,5.8469,0
307160,0.4504,-0.0120,-0.0015,0.8928,-0.0277,0.0150,5.8716,0
307327,0.4504,-0.0120,-0.0015,0.8928,-0.0322,0.0069,5.8481,0
307493,0.4504,-0.0120,-0.0015,0.8928,-0.0424,-0.0013,5.8432,0
307660,0.4504,-0.0120,-0.0015,0.8928,-0.0325,0.0157,5.8476,0
307827,0.4504,-0.0120,-0.0015,0.8928,-0.0160,0.0153,5.8282,0
307993,0.4504,-0.0120,-0.0015,0.8928,-0.0355,0.0101,5.8530,0
308160,0.4503,-0.0120,-0.0015,0.8928,-0.0385,0.0064,5.8557,0
308327,0.4503,-0.0120,-0.0015,0.8928,-0.0227,0.0077,5.8385,0
308493,0.4503,-0.0120,-0.0015,0.8928,-0.0276,0.0080,5.8313,0
308660,0.4503,-0.0120,-0.0015,0.8928,-0.0277,0.0216,5.8366,0
308827,0.4503,-0.0120,-0.0015,0.8928,-0.0312,0.0052,5.8395,0
308994,0.4503,-0.0120,-0.0015,0.8928,-0.0291,0.0162,5.8302,0
309160,0.4503,-0.0120,-0.0015,0.8928,-0.0387,-0.0059,5.8371,0
309327,0.4503,-0.0120,-0.0015,0.8928,-0.0443,0.0069,5.8550,0
309494,0.4502,-0.0120,-0.0015,0.8928,-0.0262,0.0115,5.8092,0
309660,0.4502,-0.0120,-0.0015,0.8928,-0.0239,0.0213,5.8382,0
309827,0.4502,-0.0120,-0.0015,0.8928,-0.0241,0.0058,5.8622,0
309994,0.4502,-0.0120,-0.0015,0.8928,-0.0133,0.0174,5.8523,0
310160,0.4502,-0.0120,-0.0015,0.8928,-0.0313,0.0153,5.8575,0
310327,0.4502,-0.0120,-0.0015,0.8928,-0.0238,0.0129,5.8293,0
310494,0.4502,-0.0120,-0.0015,0.8929,-0.0272,0.0018,5.8636,0
310660,0.4502,-0.0120,-0.0015,0.8929,-0.0267,0.0026,5.8325,0
310827,0.4502,-0.0120,-0.0015,0.8929,-0.0290,0.0111,5.8559,0
310994,0.4502,-0.0120,-0.0015,0.8929,-0.0281,0.0018,5.8519,0
311160,0.4502,-0.0120,-0.0015,0.8929,-0.0289,0.0012,5.8333,0
311327,0.4502,-0.0120,-0.0015,0.8929,-0.0208,0.0247,5.8418,0
311494,0.4501,-0.0120,-0.0015,0.8929,-0.0206,0.0142,5.8563,0
311660,0.4501,-0.0120,-0.0015,0.8929,-0.0306,0.0075,5.8564,0
311827,0.4501,-0.0120,-0.0015,0.8929,-0.0313,0.0041,5.8448,0
311994,0.4501,-0.0120,-0.0015,0.8929,-0.0171,0.0152,5.8475,0
312160,0.4501,-0.0120,-0.0015,0.8929,-0.0108,0.0154,5.8395,0
312327,0.4501,-0.0120,-0.0015,0.8929,-0.0202,0.0054,5.8585,0
312494,0.4501,-0.0120,-0.0015,0.8929,-0.0210,0.0230,5.8395,0
312660,0.4501,-0.0120,-0.0015,0.8929,-0.0310,0.0047,5.8179,0
312827,0.4501,-0.0120,-0.0015,0.8929,-0.0515,0.0184,5.8499,0
312994,0.4501,-0.0120,-0.0015,0.8929,-0.0470,0.0087,5.8548,0
313160,0.4501,-0.0120,-0.0015,0.8929,-0.0247,0.0008,5.8493,0
